"","chr1_47051752","chr1_60171660","chr1_162532502","chr1_225942842","chr1_227125826","chr2_38755298","chr2_64440295","chr2_113885277","chr2_144234430","chr2_232393064","chr3_119499190","chr3_122281939","chr3_122281975","chr4_48136452","chr4_53799391","chr4_100768712","chr4_124180616","chr5_77804381","chr6_31589196","chr6_32294470","chr6_32449961","chr6_32549631","chr6_32711617","chr6_167535764","chr6_167536063","chr6_167536086","chr7_2116368","chr7_2653955","chr8_56903623","chr8_125784769","chr8_145023013","chr9_98771728","chr10_11246628","chr10_63759909","chr10_80757927","chr10_112722440","chr11_46382544","chr11_88090861","chr11_114127960","chr12_6642229","chr12_48147034","chr12_57872123","chr12_123373173","chr13_47373579","chr16_4732369","chr16_12156525","chr16_29674487","chr16_29674972","chr16_50769852","chr16_57023022","chr16_57023191","chr16_67516493","chr16_72041376","chr16_84690554","chr16_88103629","chr19_51876788"
"GSM1051716_7800246034_R01C02",0.401922837708587,0.315830994896967,0.437557813061847,0.345293836242444,0.386731468317402,0.0732374100719424,0.324420068528638,0.236599475287346,0.329897044294617,0.780177483288925,0.374577247037149,0.806480177007853,0.465882206017156,0.673316829127878,0.400851935219228,0.0723919418406749,0.347865854097302,0.236004969455955,0.0875332147230418,0.292818209191138,0.571830091841644,0.558590804270607,0.977416062637933,0.62811159034371,0.749122737846469,0.678688788548978,0.496647180438066,0.407632642310113,0.340530042174194,0.351302540804944,0.275703154613796,0.922669042827102,0.827736811858519,0.927233710495513,0.291003966617538,0.88757879820091,0.115666344915794,0.230373321206769,0.686587058893986,0.141900964089585,0.405979288705062,0.24671034520729,0.160286869521589,0.241126883633508,0.821591370672925,0.301399102376281,0.0231101014532796,0.0792074934173609,0.146302084745862,0.358167202405951,0.166168872971445,0.0936090149377521,0.441447123238064,0.943282381335479,0.850099178237461,0.566355072711191
"GSM1051717_7800246034_R02C02",0.317769757935929,0.270694007844508,0.378367295019229,0.304973156371256,0.308240077549999,0.0951685691531723,0.272806997669603,0.206311949665191,0.295827093428867,0.748906621468135,0.327129176813224,0.863525992004416,0.524101826694031,0.751216223426935,0.460119776713809,0.0701799618305704,0.350243068961934,0.214738142284421,0.061776453657165,0.173037300205424,0.544463425244718,0.560770023500869,0.804862146047494,0.649086099640294,0.785521713786068,0.710308145703593,0.411616436051026,0.365767338781188,0.327415475757596,0.258685576226938,0.296265857143873,0.944061968372695,0.863114111500615,0.952723703582529,0.293675408757968,0.887693636363248,0.0942460033036211,0.139685008192521,0.712085908995282,0.141952047143335,0.385661577656064,0.233161953727506,0.164127894939217,0.238595393523844,0.863414634146341,0.232031498909325,0.0308662625886391,0.0692878986456968,0.115576814958365,0.373748757572936,0.132567876270206,0.118857730267746,0.378235448079072,0.950433872438127,0.892872099840858,0.630679225103619
"GSM1051718_7800246034_R03C02",0.231357138565793,0.115000421847729,0.26905188702325,0.209951464029373,0.186955080867853,0.0587312261824703,0.154407311895139,0.104230133114601,0.184450098757531,0.764598748407358,0.222380244093479,0.806298410850135,0.393503258908068,0.88507097956865,0.430402720810335,0.0549416373460609,0.208043687171001,0.134191657671144,0.0401868514182267,0.201067094156222,0.102212991737982,0.157966438604563,0.984998342943486,0.701714219702613,0.781627332601537,0.699416284990226,0.346017141810525,0.277547652588495,0.349017560311215,0.20136946579757,0.228963543289926,0.917502202658723,0.84505147487081,0.959598853868195,0.244044425363667,0.888174586118972,0.0763861284411235,0.0439556116563083,0.696567126574256,0.0499823689574975,0.27228745711456,0.306951614197448,0.137864746219838,0.160449020648093,0.873728403035685,0.179379361425708,0.0193189166273495,0.0693671766342142,0.0572510126468605,0.395253589572933,0.177661527990235,0.120153864337533,0.257560494534501,0.963278770149997,0.927522622502988,0.65191350658735
"GSM1051719_7800246034_R04C02",0.298104976033569,0.219881368469378,0.334564871725863,0.248027833165705,0.225381857344959,0.0722244732576985,0.185287487992128,0.13607058023878,0.240013746938124,0.783596780846523,0.258554527576214,0.698108880655033,0.332397279700738,0.823053620134989,0.419471260415633,0.0550381945255107,0.310740257042887,0.132641165385396,0.0721263765261499,0.220452624750783,0.0717768715671052,0.509920801114807,0.977203152351668,0.707836107772396,0.78377032857617,0.73042868328763,0.378589962231998,0.252532520738144,0.41867777008409,0.209981397273363,0.211553522893318,0.910233662471474,0.83064504700758,0.956280454791554,0.259405779143526,0.943145007767144,0.0918745892017629,0.129215738048435,0.764253827561218,0.097913007830934,0.322973916507631,0.275476306790425,0.10978463726042,0.161383343514448,0.897601085021616,0.191708450197935,0.0281880287248731,0.0763686990704721,0.109305641451605,0.500389576464681,0.193878276486227,0.131084990065708,0.310556941516639,0.950559065160008,0.881137138298644,0.664393517471251
"GSM1051720_7800246034_R05C02",0.390642636193932,0.285131553264061,0.35671770194533,0.301717633649893,0.28470133341008,0.070133358917778,0.274141815011138,0.204505084023804,0.307349641826905,0.781952274596309,0.315627635106153,0.849930434014985,0.554790006151712,0.745968619170048,0.464817826130049,0.0763413675599184,0.329987723195153,0.237797804587028,0.0889073568772086,0.23225047407361,0.537514786171002,0.551689820266606,0.973600463712398,0.680529539778891,0.765881600194997,0.719732364450526,0.452676996958022,0.355349061595102,0.456374989202426,0.281883683401561,0.279391674650015,0.937636957442159,0.856863719253578,0.960650959436483,0.288761892207154,0.943488323811817,0.122468423226189,0.227229900549053,0.745850842455705,0.14662514605844,0.345657970269892,0.275131561192822,0.138790312135734,0.202381803936568,0.875480118520686,0.239466652216314,0.0282717180723595,0.0858641031243172,0.132704379807696,0.496212770738218,0.214194438914455,0.0996269840805545,0.364979485192383,0.959952720006754,0.902010553737225,0.636541193607124
"GSM1051721_7800246034_R06C02",0.213338612198354,0.116611720009392,0.199782467783291,0.153832699363688,0.104957942612249,0.0529953917050691,0.0979917791375009,0.0701018916542556,0.182066878164947,0.860787397650796,0.121339850868685,0.92483385682012,0.513839395526656,0.955012570212703,0.395398052202302,0.0495131541563079,0.188005302135535,0.0859239747936128,0.0477441163612644,0.136440829688412,0.584284625192668,0.592255775204789,0.797547641170006,0.794272033669929,0.881184019871662,0.79934820366392,0.317247675822774,0.105323376890921,0.370245248332506,0.0988358337813802,0.140315104710184,0.940097368332207,0.940732405801685,0.933558321029319,0.253556782875064,0.914844876327518,0.0361254111495833,0.158350305512492,0.832400480312075,0.0230912332068239,0.175071092795639,0.252918007589221,0.0809138505473584,0.116780547956796,0.929668626646611,0.0748756151430131,0.0232172362273623,0.0537876889668421,0.087990704558087,0.539331700631411,0.167642720906007,0.138385581880023,0.163911905564859,0.965403953833848,0.950847821420906,0.732716436943555
"GSM1051722_7800246040_R01C01",0.328674527549548,0.270210190804168,0.36094346825657,0.319764177562013,0.282950000038814,0.0743162901307967,0.256982885062304,0.216510838790381,0.378762777671124,0.78163042889612,0.302993017660107,0.807435485876822,0.542189186102568,0.740103126825991,0.419912529105095,0.0930740303320339,0.298409529264845,0.205543302396438,0.0724003722931787,0.230865949793742,0.23805549138715,0.169036907173436,0.963585219334531,0.68676820370106,0.779219826954099,0.710900781602969,0.44263436372506,0.331041130011928,0.34518638307935,0.28683972785809,0.266206922282714,0.92535267336718,0.809203260374308,0.950084602368866,0.314871056835309,0.875919296455259,0.101091214863907,0.209187619356555,0.767695576615567,0.166622395016008,0.379380233495702,0.254434782608696,0.1145295685322,0.189370904413159,0.83607443788582,0.249541100740547,0.0297147103041288,0.0769335326899551,0.158271177891453,0.396529070155811,0.144263852108323,0.0881230145887637,0.368255959613482,0.933705784909215,0.88931955211025,0.670245228477861
"GSM1051723_7800246040_R02C01",0.303462798630661,0.174291167628149,0.338071485623522,0.257374777989537,0.21967878841025,0.0743326488706366,0.194843639066645,0.143451138401993,0.254164601935106,0.792570426274003,0.265598713842084,0.787625763861619,0.408419041056225,0.825007087195433,0.477669898986727,0.0703395813450763,0.233015532694556,0.179168086508598,0.0667167225803518,0.236131946508446,0.148549021992349,0.362768586134203,0.973786655903469,0.726121223662959,0.786142102172636,0.755281778760368,0.432010859486115,0.277687434726538,0.454439734125666,0.224845249227043,0.221285970463279,0.938958338351511,0.817060897239545,0.930365296803653,0.248706444481595,0.876636629031826,0.0805040900789256,0.135338092461231,0.733196562042249,0.0548596488224065,0.352890268667023,0.303045459597644,0.178130453393039,0.158878302135346,0.901389293694744,0.200133447639059,0.034557561736718,0.0755249540264295,0.086338629327141,0.260680731050267,0.130655317302244,0.100313682899423,0.28533337297885,0.959285810902205,0.890357273058695,0.682140103781216
"GSM1051724_7800246040_R03C01",0.329449731437659,0.267597700829364,0.375010062400934,0.31634891350515,0.315431012731294,0.0710589423198283,0.234618955686635,0.191672025269225,0.292751068786836,0.730442887292002,0.330374905346317,0.829197333418105,0.547623745609688,0.781737748824576,0.520504067289916,0.0713678737648727,0.351829795210319,0.212405954845464,0.074938549698421,0.292900162455596,0.540633256092161,0.528254332580101,0.841060215575576,0.673991394774006,0.750844500538253,0.715167536106882,0.463769661490949,0.326873096657522,0.45028713885891,0.293115292042797,0.251363032086912,0.925876994390025,0.815671648467517,0.932946387658469,0.291725746529252,0.919527219013997,0.0824460899892667,0.115919194679038,0.720743624977799,0.0984991918601289,0.368926660489873,0.305000128670321,0.182654670795116,0.21101850010405,0.891529639353323,0.263462907949801,0.0255147956994275,0.065279268349587,0.11614732370878,0.437046077596171,0.212443985202244,0.132741013257388,0.352538755737022,0.945495739860229,0.907957493096812,0.722443858341144
"GSM1051725_7800246040_R04C01",0.330838566043698,0.215617168990134,0.413011222878129,0.307892735528006,0.337594900809041,0.0952703465402416,0.233859530606942,0.193988147713788,0.359573793924029,0.803513640805053,0.354067241886315,0.750258114698636,0.350900935345619,0.732593934134507,0.461047891579172,0.0543161788991123,0.370091409097371,0.246069731522097,0.0534297090416533,0.2544507916904,0.202719226537682,0.158893221299824,0.962555333767018,0.637789263783404,0.735434423101387,0.703237271944292,0.460515471360211,0.336945111892974,0.464054069095702,0.281736013914974,0.264523698039601,0.910557647571882,0.798565805522202,0.892376077586207,0.267874282387185,0.86829765098845,0.0692778685868505,0.0939380447827485,0.699152953216042,0.113611344551537,0.411472020260517,0.2988606485539,0.161238154684219,0.175276250988126,0.851704008927805,0.261956769934966,0.0253695712754216,0.0856437446877403,0.0937679432274686,0.214468757350479,0.0928351111502663,0.117091183332774,0.382498640439922,0.938773605450642,0.873496626576709,0.629196666232604
"GSM1051726_7800246040_R05C01",0.377719914265342,0.310657527922552,0.408740322679026,0.348696361788863,0.329464040609801,0.0932744801951446,0.270125720145702,0.227296910899999,0.341289681574708,0.782716079343199,0.356633086953663,0.833289764791477,0.548766174850217,0.735882304206091,0.411978309520443,0.0986522373093659,0.33382418284332,0.222262010105101,0.068475424285342,0.267029026826364,0.511807079820988,0.543928142200592,0.767487897445127,0.617652382175082,0.739315275854295,0.689311731353484,0.495265623367124,0.367051875339068,0.325085733732419,0.295315052160841,0.301747013639532,0.889867307850883,0.735488250254383,0.91234242157725,0.315319755474847,0.828493407909632,0.138244440981569,0.202057580293308,0.711336232092363,0.119679026095938,0.427917943051823,0.257574991147757,0.126332863562635,0.25121335339816,0.846440089307864,0.292071069271029,0.0373061301046298,0.0707360319915494,0.156751557629141,0.481385131640884,0.203085094915167,0.0942026865683591,0.429595781014054,0.92819345493245,0.91974619997211,0.639846823215135
"GSM1051727_7800246040_R06C01",0.473084187849876,0.352762369646064,0.521188425409111,0.357652487153681,0.463115499201123,0.0946025515210991,0.32219410442901,0.222210352280026,0.283896415930265,0.784982440790736,0.4403959735484,0.88210637616263,0.593637877297891,0.799191620510619,0.454027235517994,0.11413995150604,0.466663173947767,0.343261095507298,0.0803240920181209,0.306612671638883,0.778925858162914,0.686849759751891,0.837458987181747,0.604430582228933,0.703394978401728,0.650246873074326,0.544298110577742,0.447261535716464,0.392947659232574,0.395160148626901,0.267008320803956,0.913150550630229,0.740122076017237,0.942254140407445,0.334588790792685,0.732855468560035,0.142653055878136,0.243022374853587,0.622246093157259,0.131215307439638,0.533144265019305,0.230153619722197,0.213970696329691,0.224873526804294,0.922239892860132,0.347642098374259,0.0264073262111307,0.0652603823335531,0.127107669692222,0.360106101351918,0.126571633756785,0.096765288357711,0.541344476922991,0.937864507034468,0.881933587643049,0.537172950301257
"GSM1051728_7800246040_R01C02",0.361599428058637,0.248854434753541,0.386527040450748,0.303755579271583,0.301555244875153,0.0890153965584164,0.224176902626783,0.204052972391061,0.34564482879612,0.784830854286949,0.345928677853971,0.82055328005218,0.523226816310954,0.794108217570515,0.361498519759666,0.0773372182816837,0.298891243617009,0.228242092001934,0.0628599963081421,0.199232399107837,0.155087227825916,0.212999629370156,0.983502765527997,0.600640209055076,0.714882722789052,0.606239746056256,0.510767894684834,0.346245707586319,0.365155163183189,0.301091598680268,0.23206337933131,0.946125186239914,0.835037263582733,0.944107142857143,0.296195964235667,0.860362447871314,0.0987192319400572,0.147547695284961,0.70878898699427,0.105018995701079,0.367447487570209,0.230236978083982,0.13568184046273,0.2165285863368,0.869567198177677,0.251949704952985,0.0239218476236534,0.0619061330262021,0.0978149756176649,0.421820539852063,0.189445752351715,0.130783782731444,0.367508415434543,0.934683439314349,0.871836404130391,0.624705198725419
"GSM1051729_7800246040_R02C02",0.175324426510674,0.108999315882833,0.200133280034531,0.150163148341543,0.122771043842632,0.0772101402650881,0.114757687954758,0.0971491275281219,0.168349591312836,0.828762898116523,0.189540678507553,0.838622256471108,0.482396973550718,0.93078245867608,0.435612211470579,0.075772574582489,0.15222844081863,0.113332876980779,0.0631044987431256,0.176043054762199,0.0819579706457003,0.152943120893442,0.970729940756918,0.740863117870601,0.837321336146833,0.722098697284852,0.30630116694217,0.141040838540504,0.382679588669004,0.130433224053411,0.156702223376526,0.934701332340499,0.86954103810914,0.946167165118841,0.233509142127827,0.890353638154181,0.0748525115818657,0.0740218233141317,0.754141043679462,0.075976870828758,0.228823003828817,0.307930607187113,0.109686095712927,0.114642491279788,0.942252304147465,0.122537037582431,0.0215711189587013,0.0675399479747306,0.0697627361384667,0.504459184181006,0.167695837009599,0.15803656976917,0.175436545979783,0.933912021026421,0.899519728788021,0.655091081938867
"GSM1051730_7800246040_R03C02",0.310799028649989,0.18690244059144,0.33862899158974,0.254916828395182,0.283589770236007,0.0939659143251958,0.18652903365352,0.149606925769309,0.218085571652895,0.774786701031833,0.296226892222829,0.74875522904784,0.43393797361281,0.789551338127705,0.377605819602252,0.0756692227823818,0.263850803889715,0.168017120290424,0.0681182642372938,0.266152199801843,0.365121667909177,0.564228412657462,0.767014739426995,0.579890011510209,0.744293021180186,0.65135639053512,0.419677449993426,0.322550516914922,0.283012104235667,0.238030361999084,0.221989974753224,0.903304786385633,0.796062875721733,0.8904940768564,0.222740331494771,0.855740617081554,0.0816468948822995,0.103575494281733,0.677760420953507,0.0900854183838251,0.364766557909401,0.273671720500989,0.15832436311446,0.228146905150382,0.863803891317391,0.216200790896167,0.0408814204200472,0.109049827565703,0.107116165803895,0.328333219498262,0.114289154346599,0.0786973968409976,0.268776692802973,0.912982823262708,0.842403200241528,0.602488741312227
"GSM1051731_7800246040_R04C02",0.532133128093767,0.400521192441841,0.505992389299096,0.526636882432861,0.453380297877924,0.107283359914939,0.400288693474602,0.313654107929601,0.536066967367114,0.723227006045045,0.477293510828493,0.820706124864476,0.625421849854901,0.591567306313345,0.465575854338694,0.116257553265886,0.498875863941731,0.337905355076848,0.12934669546927,0.354533758913966,0.605470999821329,0.519755149828772,0.76912866458344,0.550594033242575,0.692718527118925,0.65320589410262,0.570560513755617,0.472064768799183,0.385351960980056,0.455297268227806,0.374906455876633,0.864098597067624,0.822574813850466,0.856618546611206,0.339007065595983,0.798571366634644,0.177700090085451,0.264688356941262,0.721444184951916,0.23052331961773,0.55028499681335,0.225792889612949,0.138560505600542,0.366807867146665,0.894998370804822,0.35144457179025,0.0469444403864294,0.110162886758631,0.221790282536011,0.424747746968288,0.239961038969733,0.11591487025924,0.504553775609062,0.917516244678467,0.801142263759086,0.61634611900838
"GSM1051732_7800246040_R05C02",0.465467336433588,0.35288009936134,0.56097035937443,0.45458080261859,0.395507673939355,0.10228280141844,0.289886411617243,0.249664462889344,0.388015989447596,0.81353563052471,0.444143585739916,0.873184761855931,0.600696568923902,0.641426956685039,0.452108984019899,0.123663612951656,0.388597262126401,0.265231019934129,0.0885282712446867,0.280123649461217,0.530062433735228,0.597980865599653,0.681560336918239,0.515033209743473,0.661934260055129,0.613841183141551,0.571508830511196,0.433413072678566,0.334184249390291,0.421504900970485,0.295205979586211,0.897778490548339,0.758610532934183,0.909425939050319,0.28848007150307,0.783398996257989,0.13823951347433,0.168752244676052,0.668680719450062,0.144301261622582,0.549019116540697,0.288989489253939,0.21366107303238,0.325906958326684,0.770192632646164,0.348093823391623,0.0372481093201281,0.0942918557439694,0.145073939682816,0.402041586122627,0.205493013349005,0.0836157189685486,0.585764442295136,0.924844515383345,0.861064891846922,0.61678639904103
"GSM1051733_7800246040_R06C02",0.489746611055652,0.395170895027458,0.517611721314461,0.486179072052037,0.387164923751167,0.0933347395064332,0.382815500770654,0.266338995257951,0.486028314028105,0.765974105940612,0.460318989713107,0.850743237611443,0.552741278315133,0.662372906005243,0.414185040253996,0.0955882213938364,0.350451297383661,0.289566250367592,0.0908603021626417,0.282519594760765,0.873873777309791,0.679542924587626,0.813185887065611,0.573361002920755,0.705419446066829,0.616225633588435,0.534794559130819,0.426326276990571,0.424914814320027,0.371120011414343,0.339095123266526,0.8777762056469,0.862070314157371,0.936085972850679,0.311478089693199,0.864290715190054,0.144208933584473,0.257504938092214,0.752949037567908,0.137386838425656,0.537752995140429,0.244590038497406,0.127596134073617,0.314567523408229,0.858067463641209,0.327303580876075,0.0254376887908911,0.0602154909534458,0.157286557518413,0.409676777413681,0.150627514490116,0.0677826970888574,0.534130861030889,0.944836806463801,0.903990910382048,0.695025194016538
"GSM1051734_7800246041_R01C01",0.18133078714024,0.174609024256295,0.212824628497279,0.13210049524032,0.149948973687646,0.067330138837695,0.131078232895388,0.0839327766134458,0.187821618875721,0.806475061536078,0.190897403773896,0.862193444712387,0.517057420860264,0.886725676790176,0.407124805818883,0.0562655062873789,0.183283799911598,0.0995051563433426,0.069715265331896,0.161951713162314,0.0966939792937079,0.396317958184833,0.672587157598559,0.736928979233552,0.800346020761246,0.68608498716171,0.354602281013726,0.201156151862047,0.349936742093583,0.151415714425304,0.150910674300311,0.921775344542922,0.813778656632777,0.956480153036824,0.261165624779127,0.922944214919001,0.0626009025134082,0.0829264413889199,0.773241688834799,0.0688057950651658,0.236859327131565,0.28653580964117,0.10303435651929,0.0927143675409924,0.904882852996061,0.114238838563496,0.0273398192704874,0.062517841849843,0.07660175972289,0.517899846924837,0.251354001755429,0.100914977874671,0.18976924922129,0.968731501793238,0.941170356511797,0.634070963229847
"GSM1051735_7800246041_R02C01",0.336356340830692,0.2546892607291,0.392419972421381,0.293969099251595,0.282116472365819,0.0811933534743202,0.274136634872622,0.167634267677835,0.337564831564024,0.728970387432357,0.309327684538029,0.832821265262499,0.555006464742886,0.783849724301227,0.393903232005862,0.0949834722640167,0.291619469435693,0.175315035856949,0.0836957639343611,0.245948035178858,0.187153079635979,0.167927659280233,0.989442854158239,0.681191238076365,0.736314939829762,0.716849663873635,0.446691711858907,0.330078533069912,0.382760704621805,0.247126931421473,0.257042380829222,0.905740217707566,0.819562749597624,0.95475300954753,0.28395403999417,0.859130499713553,0.142754175978466,0.155380696077729,0.726589436074093,0.122109153156784,0.361389466504751,0.259948232215491,0.129090064379107,0.263153659822692,0.872629712154973,0.229030137543982,0.0295321622288017,0.072188864628821,0.146087869603477,0.521375464280476,0.225505724782021,0.113494040803868,0.399806658435209,0.953651868246322,0.897551224387806,0.603068341099745
"GSM1051736_7800246041_R03C01",0.337447066609867,0.264034242674879,0.362911432973211,0.315295246352695,0.266136791578274,0.0747621712367096,0.253094913026839,0.19182668052163,0.320313180098199,0.747705144251939,0.306776385667749,0.78758827169901,0.442807478451167,0.80951809544245,0.467471092168109,0.090277370128491,0.298724340619492,0.200686446550603,0.0635205663434331,0.238596798580503,0.564158109701235,0.505421172383653,0.785539128169714,0.700502727565226,0.787322274881517,0.705824034175795,0.459596866996773,0.321585698052329,0.411576937838499,0.259402212001428,0.234631207422521,0.903115041713894,0.768808264803074,0.96007656549084,0.278518281954564,0.855858041259961,0.100683831683092,0.152899283684786,0.747100484046509,0.120804369019842,0.372076750328024,0.271008806825976,0.138919689529542,0.221717629245607,0.872568049474112,0.244446942814084,0.0307103052339531,0.0660973378066315,0.120846578991398,0.413293687524402,0.166006605478788,0.0889502696581312,0.334490777093341,0.963292471730789,0.908608029995313,0.689362898356536
"GSM1051737_7800246041_R04C01",0.383363938410166,0.240056438698196,0.419801339087621,0.301724522755909,0.308921204905749,0.0727231016288139,0.282532928050484,0.189439143848582,0.342449525542117,0.747283580521288,0.327019817149096,0.827333525847337,0.445414830115773,0.765735147505831,0.381214589494563,0.097131950441687,0.295141967157546,0.148275915885958,0.10829305721688,0.290481276257507,0.428603175664151,0.562199098138486,0.953655665259485,0.683978272680219,0.721521370739974,0.692384527640062,0.429518422979073,0.338414500771437,0.386065416521892,0.305747255197619,0.267765208684964,0.886652033638856,0.845888265715999,0.918059652572927,0.322376860339019,0.873806957802591,0.0914370557389915,0.16930735401392,0.76262183491497,0.163948889539065,0.322277270267381,0.22130477913287,0.114992619666831,0.228389577904131,0.879304834198961,0.240111359636633,0.0349371674170527,0.0855881172219992,0.151805081156113,0.350524768470541,0.139844203929494,0.0699535115650429,0.371465069973364,0.936851998707669,0.874577516531962,0.672727443681774
"GSM1051738_7800246041_R05C01",0.291372462284101,0.252803945763125,0.355480269788414,0.254388001546814,0.241461399348933,0.0680264357338195,0.175703170110344,0.0790408113097861,0.250711431352702,0.72852006925051,0.275207211060365,0.848247132388533,0.457391489383237,0.852733713486337,0.483938034915025,0.108090003038819,0.268634091969977,0.172491010405798,0.0788220463851644,0.184558146873513,0.165251751675563,0.24173408208139,0.939701510624942,0.737346557649521,0.777717976318622,0.730805799409962,0.464518633250355,0.243952134522412,0.436076177797102,0.169198228274557,0.220062852230831,0.871798138274731,0.825238148578582,0.92914798206278,0.287627007413756,0.908997903461175,0.0852691246927303,0.143900576980968,0.790250883356479,0.111512461281683,0.367425527538388,0.19099634126942,0.121375964461071,0.193550299203623,0.832627697350451,0.247331366134565,0.0321900895752555,0.0717082533589251,0.0757078093023997,0.134466217213521,0.0763244412923919,0.0897419210190286,0.351690440723606,0.914453444723547,0.934656670642358,0.689713688377977
"GSM1051739_7800246041_R06C01",0.235063403169366,0.188404413948036,0.329921197822275,0.244177203914981,0.253258312225555,0.0704429920116195,0.17133253945837,0.112661628072636,0.188721705607296,0.797723030108926,0.250471348760075,0.904022493888131,0.575668878113024,0.879284476516443,0.452795670846626,0.0526524896837109,0.308029717835135,0.175916474138822,0.0615496787780341,0.241005141961391,0.500183975538164,0.582865314367874,0.907588519615693,0.691671027186675,0.849973651141108,0.783069526421096,0.459493289746154,0.28492634710625,0.34852997613144,0.210783986813794,0.20491275798505,0.959619762350967,0.914572159222525,0.943822160951232,0.277023184073847,0.890077378901245,0.0511200604298104,0.127196655749536,0.743435903550564,0.09148812089963,0.365764945519421,0.168552150974026,0.0752545918838261,0.182980363593503,0.938353413654618,0.18063362307593,0.023526964644022,0.0451395923659792,0.07567313549529,0.549565970112884,0.241788759623974,0.0755881845670308,0.335508957575751,0.967772069126576,0.916192144838663,0.656212833679014
"GSM1051740_7800246041_R01C02",0.453293837110699,0.254649171377668,0.415868773346877,0.386473555134429,0.332429911132247,0.0898983481575604,0.297136295943645,0.200377997877855,0.292222332422593,0.767801616489367,0.427140140166726,0.814307333176456,0.563623853737237,0.733318952214639,0.448027522810561,0.0541207897710896,0.323390779459982,0.225314094931546,0.070499373205133,0.222027479412527,0.135959360708762,0.236068232495518,0.940347833467483,0.625294685344889,0.75721570627231,0.76471953721635,0.512768368890651,0.412533923868239,0.360123540256083,0.370903611695733,0.203584299583113,0.904942681850955,0.833416249363682,0.936475409836066,0.274531292312406,0.848133068800621,0.0873148867785094,0.141524678410943,0.668916011626071,0.149777992342345,0.41143196497938,0.205914644944218,0.0991714575583361,0.248150651577982,0.878814156414287,0.235066476668444,0.0228949947061713,0.0593290967809147,0.148439476999717,0.223133161604582,0.100135265067629,0.0737336889277986,0.496716720230858,0.935142388549277,0.874987149172407,0.713993869544345
"GSM1051741_7800246041_R02C02",0.275868461987675,0.170048960815294,0.266303073125288,0.20966523969315,0.223174524081222,0.0616764788337539,0.156753712123394,0.0873655343847866,0.164733490804964,0.792093474690725,0.238534715972268,0.88361252381633,0.606580251930054,0.889217091457712,0.401511582993838,0.0661317459612824,0.201631170532278,0.142379071849596,0.0541003627990553,0.143632225704533,0.478171130792164,0.537103165812325,0.966308330244855,0.694048772114702,0.77702673045692,0.727388677843399,0.34705819093252,0.22087578885166,0.353573419152932,0.234577722938005,0.195072858136743,0.938949195737719,0.746977440814203,0.921633126934985,0.233996788598071,0.858346038055468,0.0597955415340533,0.0556239135475762,0.737603366032663,0.057991373440148,0.29741539162611,0.233865264581988,0.152220841237653,0.177127260573877,0.93280508783819,0.169551199437271,0.0366604218336579,0.0686684952600934,0.0654384527998799,0.447394132521036,0.177306267015928,0.122321589440069,0.236437395771195,0.929259299036981,0.874846625766871,0.591692691337907
"GSM1051742_7800246041_R03C02",0.434760755385688,0.306907365080534,0.461814579531999,0.383613018112938,0.40593818165333,0.115872429503756,0.338565525187604,0.276237748096552,0.355297566441907,0.843581044095434,0.426841002801847,0.786032087785791,0.575259471803671,0.694384257957234,0.448221382806112,0.0884637965527173,0.387745020687607,0.296994034217448,0.0985540791657469,0.321974877309046,0.593636086807374,0.512518822295186,0.956553195445941,0.6003546864032,0.723512336719884,0.690643325311122,0.537722197335647,0.440244942319648,0.380218674714357,0.426558305793879,0.349669274049011,0.891541950604456,0.733971872958965,0.901364680448588,0.322785697893729,0.874422547587041,0.115205082739367,0.214998657082152,0.705082669449935,0.179017704501308,0.460435510516129,0.240139178050937,0.197550767322896,0.283129786798027,0.899715539270045,0.334585664234471,0.0322462556260023,0.0879674126962332,0.165863055540826,0.322476556860988,0.178395450019949,0.117299126526511,0.447484347809724,0.945782538691552,0.880113636363636,0.611971819010737
"GSM1051743_7800246041_R04C02",0.332391886648326,0.309067935664219,0.412602158006398,0.358007304530725,0.332559578214676,0.0679261766954243,0.282250237978532,0.219627582913212,0.381791295860804,0.806838270491942,0.383918642051788,0.816479869682703,0.521876431552197,0.706655276637935,0.416377245408697,0.065552340519714,0.304280539690209,0.192726213359035,0.0895156744628751,0.163144581573444,0.142854945633817,0.190778448499432,0.975448448913602,0.663641415480543,0.697525114762824,0.667207330095003,0.466269470060679,0.369324265524491,0.405961382690048,0.302536066188128,0.284653995930841,0.916210679500177,0.801605578726123,0.907370517928287,0.290926025946527,0.910239897270693,0.11511490677228,0.157642021066929,0.781920132443595,0.139687066952902,0.380552299411004,0.302515008066009,0.115534671792681,0.246080659170241,0.903663084009651,0.278095038139449,0.0287293556568111,0.0741889857188484,0.15681952237396,0.483796285612998,0.223813582537892,0.11374983996787,0.363686180931637,0.940737324532326,0.862766740250184,0.65689981512679
